n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
9.0,1248.0,490049750837,999999998588,731638417046,11.0,0.0,1.0,0.0,461778846154,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250035640536,287301139934,400829319926,261863749124,250022269618,482059813124,102350145729,384615384615,208333333333,648648648649,351351351351,404480068543,0.1,1.0,-415064102564,-1.0,-0.1,0.0,0.0,0.5,0.0,2200
10.0,187.0,666666663082,999999991304,799999993043,7.0,0.0,1.0,0.0,46577540107,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2862788014,285728766033,285956885604,287153666316,885488188065,477164502165,0.15,267379679144,106951871658,714285714286,285714285714,435,0.2,0.7,-2625,-0.4,-125,0.0,0.0,0.5,0.0,1900
9.0,274.0,609195399965,999999994152,707602335043,18.0,2.0,11.0,0.0,423357664234,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10700.0,16200.0,13450.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150492534582,25933599228,251877092058,304298398227,494087758757,534950029394,100727513228,510948905109,29197080292,636363636364,363636363636,375510204082,0.2,0.7,-310416666667,-0.6,-0.05,1.0,-1.0,0.5,1.0,823
9.0,285.0,744186043627,999999994536,841530050046,4.0,2.0,0.0,21.0,434385964912,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,770.0,22800.0,11785.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333862300822,334265855475,333515784993,866498538197,333370676739,509743589744,-530849358974,280701754386,526315789474,347826086957,652173913043,4575,0.16,1.0,-337888888889,-0.7,-0.1,1.0,-1.0,0.5,1.0,10000
8.0,259.0,562753034159,999999994444,644444440864,19.0,3.0,9.0,0.0,502316602317,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,4800.0,4800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287800668244,28814084746,285743343251,885144107655,286874064498,295175127902,572992916175,15444015444,11583011583,571428571429,428571428571,249090909091,136363636364,0.5,-13869047619,-1875,-0.05,0.75,0.55,0.25,0.55,761
12.0,682.0,459541984031,999999997429,634961437956,10.0,0.0,1.0,0.0,462023460411,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333338761316,333336748346,866662607102,333350169295,333348250024,473285048285,622266622267,49853372434,395894428152,55737704918,44262295082,343070409982,0.05,0.6,-220149911817,-0.6,-0.05,0.75,-0.25,0.25,0.25,1600
8.0,1118.0,512396693744,999999998563,709770113923,26.0,18.0,12.0,1.0,470393559928,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555.0,14000.0,3904625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400805062393,401443799046,400276469927,839741883778,400055830855,57962962963,56378600823,4114490161,25939177102,613333333333,386666666667,504528985507,0.1,1.0,-401436781609,-1.0,-0.05,566666666667,-0.1,666666666667,0.1,13600
8.0,397.0,624678661633,999999995951,805668012933,11.0,0.0,1.0,0.0,544584382872,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866666195415,333334892453,333335297611,333333688356,33333416743,374313754427,212487701692,654911838791,100755667506,866666666667,133333333333,381847319347,333333333333,1.0,-144642857143,-0.2,-0.1,0.0,0.0,0.5,0.0,3100
11.0,103.0,689320381657,999999983871,806451599896,3.0,1.0,1.0,0.0,484466019417,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437373579034,200363493223,334567892956,334034723591,295402666088,423611111111,118055555556,291262135922,970873786408,0.75,0.25,277777777778,333333333333,0.5,-125,-125,-125,857142857143,-714285714286,357142857143,714285714286,5700
8.0,1207.0,410579344743,999999998711,548969071458,24.0,24.0,42.0,0.0,471665285833,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,282954166667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250005815555,251633668123,250005510306,250002351713,89983526543,539251643418,288259179093,69594034797,115990057995,857142857143,142857142857,426568491033,0.1,1.0,-226785714286,-0.5,-0.05,0.5,0.0,0.0,0.0,17100
13.0,1248.0,390637610661,999999998736,523388115647,21.0,19.0,20.0,0.0,468669871795,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,315115789474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200687474478,200045250931,200185078531,200084249105,919899794695,506535131535,29044039294,68108974359,112179487179,858585858586,141414141414,408244716068,0.1,1.0,-206547619048,-0.5,-0.05,0.0,0.0,0.5,0.0,2800
9.0,391.0,510256408948,999999995833,649999997292,9.0,2.0,1.0,1.0,529667519182,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,704.0,704.0,704.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287743893255,285772058633,680662391754,285738751076,23341213795,284210526316,333333333333,179028132992,511508951407,777777777778,222222222222,0.15,0.05,0.35,-108333333333,-166666666667,-0.05,0.0,0.0,0.5,0.0,598
11.0,1154.0,42730496416,999999998613,572815533186,20.0,20.0,20.0,0.0,462998266898,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,315115789474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31193116381,232677833294,285750198108,285742921237,398241690961,53365762214,268667864873,745233968804,164644714038,819047619048,180952380952,416342998087,0.1,1.0,-230263157895,-0.5,-0.05,0.0,0.0,0.5,0.0,445
11.0,125.0,674796742481,999999987342,797468344336,1.0,1.0,1.0,0.0,4824,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16100.0,16100.0,16100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33333533043,333354513717,69998514044,200010578813,333352963323,396401515152,210795454545,48,0.0,1.0,0.0,281060606061,0.1,0.6,0.0,0.0,0.0,0.45,0.4,0.05,0.4,1500
13.0,244.0,559999997511,999999993197,680272104216,3.0,2.0,1.0,0.0,442213114754,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,2800.0,2800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300293733076,500009756327,500010257644,500001760383,549704089489,331639928699,-923054070113,16393442623,245901639344,0.4,0.6,292424242424,136363636364,433333333333,-456481481481,-1.0,-125,0.7,-0.4,0.2,0.4,852
8.0,266.0,572580642852,999999993197,721088430469,5.0,2.0,1.0,0.0,425939849624,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,924.0,924.0,924.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20006297487,367327915265,201908614887,200039267721,572470998987,313095238095,487012987013,112781954887,112781954887,0.5,0.5,295238095238,0.25,0.35,-116666666667,-0.2,-0.05,0.9,0.4,0.4,0.4,783
8.0,331.0,562691129778,999999994898,724489792222,5.0,3.0,1.0,0.0,478247734139,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222434557218,225871965548,133363343037,132968811616,68883719307,560695732839,295414347557,604229607251,906344410876,869565217391,130434782609,556558441558,0.1,1.0,-263888888889,-0.5,-125,0.0,0.0,0.5,0.0,1500
12.0,1225.0,385451504694,999999998689,508519003265,22.0,22.0,28.0,0.0,463591836735,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,3035.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222749437596,362350365123,222247626978,223492036867,570800724733,480777660778,242447154947,644897959184,163265306122,79797979798,20202020202,417415200833,0.05,1.0,-202291666667,-0.5,-0.05,0.5,0.5,0.0,0.5,1800
10.0,243.0,619246859334,999999992366,824427474623,1.0,1.0,0.0,0.0,438271604938,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200408987745,200307799268,200147024607,200084043756,919905214462,517984307359,155603354978,493827160494,205761316872,705882352941,294117647059,333297258297,136363636364,0.6,-1775,-3125,-125,0.0,0.0,0.5,0.0,462
11.0,723.0,490934448409,999999997845,642241377926,18.0,1.0,1.0,0.0,522821576763,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866656685064,333372075669,333354827452,333356642467,333349603771,375048678466,182696038139,636237897649,829875518672,884615384615,115384615385,340572181442,333333333333,1.0,-213888888889,-0.6,-0.1,0.5,0.5,0.0,0.5,425
8.0,708.0,48221906048,999999997525,688118810178,8.0,3.0,1.0,1.0,462005649718,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6100.0,6100.0,6100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744048576611,169323996201,285717319931,294835903884,285721048066,491427884285,138938706796,550847457627,155367231638,0.78,0.22,291941391941,0.1,1.0,-244444444444,-0.5,-0.05,0.0,0.0,0.5,0.0,3200
10.0,633.0,476038337898,999999997625,579572445179,2.0,2.0,19.0,0.0,498578199052,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28645181108,200299617005,285748008105,287498228414,713730578235,531972336606,180076021539,537124802528,110584518167,829268292683,170731707317,298032849503,0.1,0.6,-341666666667,-0.8,-0.1,0.0,0.0,0.5,0.0,3900
14.0,290.0,611510789167,999999994048,76190475737,0.0,0.0,14.0,0.0,406896551724,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222448007009,306856235824,222310333686,222241628314,626443767275,571906729634,31812180244,620689655172,103448275862,857142857143,142857142857,438908128908,136363636364,1.0,-177777777778,-0.4,-833333333333,0.0,0.0,0.5,0.0,480
10.0,597.0,531732417613,99999999726,704109587112,5.0,0.0,1.0,0.0,434338358459,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333385842425,183534076752,269926033825,479628919719,335723854621,467187049062,242947781385,435510887772,502512562814,896551724138,103448275862,419438894439,0.05,1.0,-229166666667,-0.4,-0.1,1.0,1.0,0.5,1.0,573
8.0,204.0,586206893664,999999992063,69841269287,7.0,2.0,1.0,0.0,467156862745,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211469546272,255073639038,251411680066,250807340934,712801187724,651940457204,316985645933,735294117647,490196078431,9375,625,422181818182,0.1,1.0,-0.4,-0.4,-0.4,0.0,0.0,0.5,0.0,3600
11.0,315.0,551282049515,999999994382,702247187066,4.0,4.0,1.0,0.0,438095238095,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0,6200.0,6200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200870682517,206312828387,205167341759,120752882644,818012032089,553519570707,176594065657,349206349206,126984126984,733333333333,266666666667,400550964187,136363636364,0.5,-320138888889,-0.5,-125,0.55,0.35,0.05,0.35,343
10.0,1244.0,417546709653,999999998736,562579013195,27.0,22.0,20.0,0.0,475241157556,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,18200.0,371313636364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200079142097,114984073735,200038754977,200020914252,825002045132,511652567616,276975455737,675241157556,152733118971,815533980583,184466019417,421472119151,333333333333,1.0,-230263157895,-0.6,-0.05,1.0,-0.6,0.5,0.6,7700
8.0,257.0,568093383004,999999993548,670967737607,9.0,7.0,0.0,1.0,463813229572,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,2500.0,1775.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43923042643,224614557439,223843745752,233419126926,492581830559,0.4,740740740741,311284046693,272373540856,533333333333,466666666667,360416666667,333333333333,0.6,-392857142857,-0.5,-125,666666666667,-0.5,166666666667,0.5,2600
11.0,799.0,504391467372,999999997722,738041000597,8.0,6.0,1.0,0.0,46958698373,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,2600.0,972.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333352416951,334978895511,86646130224,333343777159,333711887977,420033670034,12288961039,375469336671,200250312891,652173913043,347826086957,394523809524,0.1,0.7,-2328125,-0.6,-0.05,0.0,0.0,0.5,0.0,504
14.0,194.0,764705878264,999999991597,840336127392,4.0,4.0,0.0,1.0,45206185567,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6300.0,6300.0,6300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334021167779,344985969026,215040799366,683720468078,333380188756,395588235294,347058823529,567010309278,0.0,1.0,0.0,545454545455,0.1,1.0,0.0,0.0,0.0,0.4,0.1,0.1,0.1,2100
10.0,1036.0,429549901732,99999999851,560357674277,21.0,21.0,20.0,0.0,47277992278,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,463281,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222225338178,154397950688,222226735142,222244545,77893238748,524163336663,289358662171,781853281853,135135135135,852631578947,147368421053,41857984608,625,1.0,-214880952381,-0.5,-0.05,0.0,0.0,0.5,0.0,1100
6.0,174.0,691860461094,999999990291,902912612593,0.0,0.0,1.0,0.0,479885057471,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250003387774,251630377079,250003951372,250000756731,899836152704,588636363636,159090909091,172413793103,0.0,1.0,0.0,412121212121,136363636364,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,401
14.0,1237.0,423770491456,999999998744,570351758077,24.0,24.0,42.0,0.0,470331447049,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,275870833333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285719536353,287929969744,28572003311,28571579094,885491466985,507184717798,26162868578,638641875505,113177041229,849462365591,150537634409,403363745959,0.1,1.0,-214880952381,-0.5,-0.05,0.0,0.0,0.5,0.0,4200
10.0,1081.0,428037382778,999999998555,560693640808,19.0,19.0,20.0,0.0,465217391304,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,315115789474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000072608,372124747863,200006322724,200003261873,567873567597,536793473822,269287143674,749306197965,175763182239,0.81,0.19,423737908182,0.05,1.0,-269736842105,-0.5,-0.05,0.7,-0.05,0.2,0.05,1200
9.0,1022.0,427427427,999999998485,549999999167,20.0,20.0,20.0,0.0,474657534247,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,315115789474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250009674991,332002787834,250008273932,250004001815,592995017092,510508122241,284727401312,772994129159,117416829746,868131868132,131868131868,419440517289,0.1,1.0,-222916666667,-0.5,-0.05,0.0,0.0,0.5,0.0,1500
10.0,142.0,654676254283,999999987013,792207781919,2.0,1.0,1.0,0.0,427464788732,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440711326475,400026203193,239288686257,239990547789,400068191603,442857142857,114285714286,211267605634,704225352113,0.75,0.25,366666666667,0.2,0.5,-0.3,-0.3,-0.3,0.0,0.0,0.5,0.0,575
10.0,1190.0,408703071324,999999998634,561475409069,25.0,24.0,20.0,0.0,462016806723,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,315115789474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250497137882,159500187226,250150978279,250138366336,765421164524,506584209441,243576169862,638655462185,151260504202,808510638298,191489361702,403010936432,333333333333,1.0,-236111111111,-0.5,-0.05,0.0,0.0,0.5,0.0,507
12.0,161.0,668831164488,999999990476,752380945215,5.0,4.0,0.0,6.0,445341614907,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.0,29200.0,8260.75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125774614224,203042700966,200070662392,813908899593,200051498478,57238292011,166184573003,496894409938,186335403727,727272727273,272727272727,427462121212,0.1,0.85,-363888888889,-0.8,-125,583333333333,0.25,833333333333,0.25,1200
11.0,1108.0,408592321382,999999998582,53758865172,21.0,21.0,20.0,0.0,465433212996,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,487022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224884648067,25373247397,222240567368,139704605921,561850398566,499397646187,259654143003,740072202166,135379061372,845360824742,154639175258,39068524971,0.1,1.0,-205740740741,-0.5,-0.05,0.0,0.0,0.5,0.0,695
11.0,1089.0,418691588394,999999998555,553468207293,20.0,20.0,20.0,0.0,469421487603,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,545.0,16000.0,432235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250467299672,158796822186,250006541991,250082528875,766147540761,49594468032,266534090909,725436179982,128558310376,849462365591,150537634409,404108170311,0.1,1.0,-231547619048,-0.5,-0.05,0.0,0.0,0.5,0.0,1200
